iseq,war,campn,engagem,atkr,atk_cmdr,defr,def_cmdr,date,long,lat,dist_att,dist_def,elev_mean_h,elev_min_h,elev_max_h,elev_var_h,elev_sd_h,elev_mean_l,elev_min_l,elev_max_l,elev_var_l,elev_sd_l,a_frontage,d_frontage,soft_ar,tree_ar,river,wet,overcast,temp,unit_ar,unit_cp,unit_dv,unit_rg,amilpert,dmilpert,ffr,afsr,dfsr,frontat,envelop,defoff,surprise,fort,a_tks_to,a_tks_lt,a_tks_mb,a_sortie,a_arty,d_tks_to,d_tks_lt,d_tks_mb,d_sortie,d_arty,a_democ,d_democ,a_prisec,d_prisec,a_coup5,d_coup5,duration,acas_per,dcas_per,ler,ln_ler,a_advance,rtadv
341,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,WEST WOOD II,US 2/5TH MAR RGT(+),MAJ WISE,GER 1/461ST RGT(+),MAJ HARTLIEB,1918.444,3.3633,49.0456,4615495.443,680017.6687,169,169,169,0,0,169,169,169,0,0,0.8,0.8,0,0,0,1,1,1,0,0,0,1,3343,1798,1.859288098,4178.75,2247.5,1,0,1,0,0,0,0,0,NA,48,0,0,0,NA,28,10,4,1913,1724,0,0,0.1875,279,541,0.5157,-0.6622,29000,1.6
342,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,NORTH WOOD I (HUNTING LODGE),US 2/5TH MAR RGT,MAJ WISE,GER 2/110TH GREN RGT,MAJ HARTLIEB,1918.447,3.438,49.0702,4620197.412,675040.2877,213,211,214,3.00017041,1.7321,145,145,145,0,0,0.8,0.8,0,0,0,0,1,1,0,0,0,1,1747,1952,0.894979508,2183.75,2440,1,0,1,0,0,0,0,0,NA,18,0,0,0,NA,20,10,4,1913,1724,0,0,0.125,167,293,0.57,-0.5622,28000,0.8
343,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,BOURESCHES II,GER 109TH RGT(-)(+),?,US 3/5TH MAR RGT(+),MAJ SHEARER,1918.449,3.3086,49.0625,681461.8732,4613004.792,154.625,127,167,279.6955208,16.7241,139,139,139,0,0,1.6,1.6,0,0,0,0,1,1,0,0,0,1,3690,2629,1.403575504,2306.25,1643.125,1,0,0,1,0,0,0,0,NA,48,0,0,0,NA,24,4,10,1724,1913,0,0,0.1042,138,107,1.2897,0.2544,28000,0
344,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,NORTH WOOD II,US 1/7TH INF RGT,LCOL ADAMS,GER 3/347TH RGT(+),?,1918.471,3.4336,49.0724,4620020.033,675102.6839,198.5,183,214,480.4995521,21.9203,145,145,145,0,0,1.2,1.2,0,0,0,0,1,1,0,0,0,1,1697,1428,1.18837535,1414.166667,1190,1,0,0,0,1,0,0,0,NA,12,0,0,0,NA,20,10,4,1913,1724,0,0,0.0521,192,18,10.6667,2.3671,28000,0
345,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,NORTH WOOD III,US 3/5TH MAR RGT,MAJ SHEARER,GER 1/347TH RGT,CPT KARLBERG,1918.477,3.3418,49.0634,4614820.806,679880.392,201.5,199,204,12.49976025,3.5355,154,139,169,450,21.2132,1.2,1.2,0,0,0,0,1,1,0,0,0,1,1256,1565,0.802555911,1046.666667,1304.166667,1,0,0,0,1,0,0,0,NA,0,0,0,0,NA,20,10,4,1913,1724,0,0,0.1806,133,19,7,1.9459,28000,0
346,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,NORTH WOOD IV (FINAL ASSAULT),US 3/5TH MAR RGT,MAJ SHEARER,GER 1/347TH RGT,CPT KARLBERG,1918.482,3.3649,49.0619,4616026.337,678914.8761,169,169,169,0,0,169,169,169,0,0,0.8,0.8,0,0,0,0,0,1,0,0,0,1,4453,1546,2.880336352,5566.25,1932.5,1,0,1,0,1,0,0,0,NA,48,0,0,0,NA,20,10,4,1913,1724,0,0,0.5417,273,437,0.6247,-0.4705,29000,0.7
347,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,VAUX,"US 3RD BDE, 2ND INF DIV",BG LEWIS,GER 201ST INF DIV(-),?,1918.499,3.3496,49.0459,4614764.29,680626.3225,166.7143,136,201,541.9025294,23.2788,169,169,169,0,0,1.8,1.8,0,0,0,0,0,1,0,0,1,0,12812,10358,1.236918324,7117.777778,5754.444444,1,0,1,0,1,NA,NA,NA,NA,138,NA,NA,NA,NA,144,10,4,1913,1724,0,0,0.3958,336,1074,0.3128,-1.162,29000,1.5
350,WORLD WAR I (WESTERN FRONT 1918),BELLEAU WOOD,NOYON-MONTDIDIER,GER 18TH & 7TH ARMIES,CR PR WILHELM,FR 3RD & 10TH ARMIES,GEN FRANCHET D'ESPEREY,1918.438,2.847,49.6202,670872.9101,88622.16972,83.8423,31,183,620.956561,24.919,86.4884,54,126,262.9701,16.2164,43,43,0,0.034446585,0,0,0,1,1,0,0,0,275000,300000,0.916666667,6395.348837,6976.744186,1,0,1,0,1,NA,NA,NA,NA,3000,144,NA,NA,NA,3000,4,8,1724,1459,0,0,5,80000,35466,2.2557,0.8135,40000,2.3
351,WORLD WAR I (WESTERN FRONT 1918),GERMAN SPRING OFFENSIVE 1918,CHAMPAGNE-MARNE,"GER 7TH, 1ST & 3RD ARMIES",CR PR WILHELM,"FR 6TH, 9TH, 5TH & 4TH ARMIES",GEN FRANCHET D'ESPEREY,1918.537,4.0884,49.2407,634486.6385,106200.5167,138.607,38,291,2226.056197,47.1811,149.142,75,275,1922.8431,43.8502,105,105,0.003489474,0.026516781,0,0,0,1,1,0,0,0,400000,450000,0.888888889,3809.52381,4285.714286,0,0,0,0,1,20,NA,NA,NA,4500,NA,NA,NA,NA,4500,4,8,1724,1459,0,0,3,100000,40000,2.5,0.9163,36000,2.7
352,WORLD WAR I (WESTERN FRONT 1918),AISNE-MARNE,AISNE-MARNE I,FR 10TH ARMY(+),GEN MANGIN,GER 9TH ARMY,GEN EBEN,1918.545,3.3277,49.3823,79743.19878,661123.8561,115.5923,24,291,2160.929602,46.4858,122.3389,50,250,1744.4201,41.7663,130,130,0.000723494,0.025615523,0,0,1,1,1,0,0,0,750000,450000,1.666666667,5769.230769,3461.538462,1,0,0,1,1,350,150,200,NA,7000,0,0,0,NA,4000,8,4,1459,1724,0,0,2,55000,50000,1.1,0.0953,39000,5.5
353,WORLD WAR I (WESTERN FRONT 1918),SOISSONS,MISSY AUX BOIS RAVINE,US 26TH INF RGT(+),COL SMITH,GER 13TH BAV RES INF RGT(+),LG KNEUSSL,1918.545,3.2497,49.3362,4617401.882,667523.0591,125,124,126,1.99996164,1.4142,119,89,144,740.6667,27.2152,0.7,0.7,0,0,0,0,1,1,0,0,0,1,5004,3013,1.660803186,7148.571429,4304.285714,1,0,0,2,1,10,0,10,NA,29,0,0,0,NA,27,10,4,1913,1724,0,0,0.4757,393,1853,0.2121,-1.5508,30000,4.5
354,WORLD WAR I (WESTERN FRONT 1918),SOISSONS,BREUIL,US 28TH INF RGT(+),COL BABCOCK,GER 22ND BAV INF RGT(+),COL CARL,1918.545,3.7677,49.3118,4644632.039,644761.7244,67,67,67,0,0,124,124,124,0,0,0.8,0.8,0,0,0,0,1,1,0,0,0,1,5039,2663,1.892226812,6298.75,3328.75,1,0,0,2,1,8,0,8,NA,29,0,0,0,NA,48,10,4,1913,1724,0,0,0.4757,448,1243,0.3604,-1.0205,30000,4.4
355,WORLD WAR I (WESTERN FRONT 1918),SOISSONS,ST. AMAND FARM,US 2/28TH INF RGT,MAJ HUEBNER,GER 2/396TH INF RGT,LG KNEUSSL,1918.545,2.509,46.7213,4512394.299,885890.1386,225,225,225,0,0,225,225,225,0,0,0.3,0.3,0,0,0,0,1,1,0,0,0,1,1150,400,2.875,3833.333333,1333.333333,1,0,0,2,1,5,0,5,NA,0,0,0,0,NA,NA,10,4,1913,1724,0,0,0.2049,120,400,0.3,-1.204,29000,2
356,WORLD WAR I (WESTERN FRONT 1918),SOISSONS,BEAUREPAIRE FARM,US 2/23RD INF RGT(+),MAJ WADDILL,GER 3/219TH RES INF RGT,CPT STOCKMAR,1918.545,3.0481,49.2491,4604106.197,682182.1181,141,132,150,161.9994384,12.7279,141,132,150,162,12.7279,1.3,1.3,0,0,0,0,1,1,0,0,0,1,4480,565,7.92920354,3446.153846,434.6153846,1,0,0,2,1,12,12,0,NA,36,0,0,0,NA,0,10,4,1913,1724,0,0,0.2049,125,181,0.6906,-0.3702,29000,2.3
357,WORLD WAR I (WESTERN FRONT 1918),SOISSONS,CRAVANCON FERME-CHAUDUN,US 1ST INF BDE(+),BG HINES,GER 3RD BAV INF RGT(+),COL STENGEL,1918.545,3.2642,49.3196,4617718.233,667821.9683,150,146,154,16,4,140,140,140,0,0,1.5,1.5,0,0,0,0,1,1,0,0,0,1,10345,2420,4.274793388,6896.666667,1613.333333,1,0,0,2,1,30,0,30,NA,58,0,0,0,NA,30,10,4,1913,1724,0,0,0.2674,895,1610,0.5559,-0.5872,30000,6
358,WORLD WAR I (WESTERN FRONT 1918),SOISSONS,CHAUDUN,US 3/18TH INF RGT(+),COL PARKER,GER 2/109TH B GREN RGT(+),COL BUCHHOLTZ,1918.545,3.2696,49.3175,4617950.413,667692.3222,147,145,150,7.00025764,2.6458,140,140,140,0,0,0.6,0.6,0,0,0,0,1,1,0,0,0,1,1611,800,2.01375,2685,1333.333333,1,0,0,1,1,0,0,0,NA,14,0,0,0,NA,24,10,4,1913,1724,0,0,0.1424,130,500,0.26,-1.3471,29000,3.5
359,WORLD WAR I (WESTERN FRONT 1918),AISNE-MARNE,AISNE-MARNE II,"FR 5TH, 6TH, 9TH & 10TH ARMIES",GEN FOCH,GER 7TH & 9TH ARMIES,CR PR WILHELM,1918.551,3.3344,49.3781,79667.77372,661054.1221,115.4128,24,291,2162.873145,46.5067,122.2326,50,250,1736.9039,41.6762,128,128,0.000746279,0.026422262,0,0,0,1,1,0,0,0,725000,400000,1.8125,5664.0625,3125,1,0,0,0,1,350,NA,NA,NA,7000,NA,NA,NA,NA,3700,8,4,1459,1724,0,0,13,195000,170000,1.1471,0.1372,54000,2
362,WORLD WAR I (WESTERN FRONT 1918),AMIENS OFFENSIVE,"PICARDY 1918, I","BR 1ST, 3RD, 4TH ARMIES",FM HAIG,GER 2ND & 18TH ARMIES,CR PR RUPPRECHT,1918.603,2.6498,49.9088,235776.2347,665897.8628,99.9584,10,176,743.8656212,27.2739,99.9252,51,154,577.7679,24.0368,70,70,0,0,0,1,1,1,1,0,0,0,225000,170000,1.323529412,3214.285714,2428.571429,1,0,0,2,1,462,96,366,NA,2000,NA,NA,NA,NA,1500,8,4,1725,1724,0,0,4,10000,30000,0.3333,-1.0986,46000,4.5
363,WORLD WAR I (WESTERN FRONT 1918),AMIENS OFFENSIVE,"PICARDY 1918, II",BR 1ST ARMY(+) & FR 1ST ARMY(+),FM HAIG,"GER 2ND, 9TH & 17TH ARMIES(+)",CR PR RUPPRECHT,1918.638,2.5111,49.908,230855.9103,672892.4236,99.1013,-73,248,2827.931591,53.1783,102.8037,-15,230,2227.522,47.1966,150,150,0.006244582,0.009073791,0,0,0,1,1,0,0,0,300000,200000,1.5,2000,1333.333333,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,1725,1724,0,0,15,35000,80000,0.4375,-0.8267,90000,4.1
364,WORLD WAR I (WESTERN FRONT 1918),ST. MIHIEL,ST. MIHIEL,US 1ST ARMY,GEN PERSHING,GER ARMY DET C,GEN FUCHS,1918.699,5.5479,48.8946,4729498.72,595315.9021,262.195,128,409,2938.572314,54.2086,270.4314,153,356,2310.3467,48.0661,72,72,0,0.013045412,0,1,1,1,1,0,0,0,400000,100000,4,5555.555556,1388.888889,0,1,0,0,1,267,267,0,800,3010,0,0,0,NA,1000,10,4,1913,1724,0,0,4,7000,20000,0.35,-1.0498,58000,7.5
366,WORLD WAR I (WESTERN FRONT 1918),MEUSE-ARGONNE,MEUSE-ARGONNE I,US 1ST ARMY(+),GEN PERSHING,GER 3RD ARMY(+),GEN EINEM,1918.737,5.2169,49.1393,4718104.7,591315.1652,233.4675,109,392,3041.037199,55.1456,252.4186,150,350,3059.0111,55.3083,53,53,0,0.079102705,0,0,1,1,1,0,0,0,300000,190000,1.578947368,5660.377358,3584.90566,1,0,0,1,1,189,189,0,821,2700,NA,NA,NA,NA,NA,10,4,1913,1724,0,0,8,22128,21448,1.0317,0.0312,44000,1.9
367,WORLD WAR I (WESTERN FRONT 1918),MEUSE-ARGONNE (CHAMPAGNE),BLANC MONT I,US 2ND DIV(+),MG LEJEUNE,GER 12TH SAXON ARMY CORPS(-),GEN NIDDA,1918.756,4.5224,49.286,4684610.003,611898.4999,158.8947,116,201,430.0024323,20.7365,150,150,150,0,0,6.4,6.4,0,0,0,0,0,1,0,0,1,0,26000,13000,2,4062.5,2031.25,1,0,1,0,1,72,72,0,NA,192,0,0,0,NA,202,10,4,1913,1724,0,0,4,4700,4000,1.175,0.1613,34000,1.3
372,WORLD WAR I (WESTERN FRONT 1918),MEUSE-ARGONNE (CHAMPAGNE),BLANC MONT II,US 36TH DIV(-)(+),MG SMITH,GER 213TH INF DIV,MG HAMMERSTEIN,1918.77,4.5223,49.2771,4684360.076,612485.8272,167.7119,138,201,251.793424,15.868,150,150,150,0,0,4,4,0,0,0,0,0,1,0,0,1,0,18000,10000,1.8,4500,2500,1,0,1,0,1,NA,NA,NA,NA,144,0,0,0,NA,177,10,4,1913,1724,0,0,1,1589,500,3.178,1.1563,29000,0.3
373,WORLD WAR I (WESTERN FRONT 1918),MEUSE-ARGONNE PHASE II,MEUSE-ARGONNE II,FR 4TH ARMY(+),GEN FOCH,GER 3RD ARMY(+),GEN LUDENDORFF,1918.759,5.3729,49.1589,172292.8283,583238.7148,236.1391,82,438,4320.524922,65.7307,246.1299,100,400,3196.8588,56.5408,104,104,0,0.029103634,0,0,1,1,1,0,0,0,500000,300000,1.666666667,4807.692308,2884.615385,1,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,1459,1724,0,0,28,77448,75068,1.0317,0.0312,45000,0.6
381,WORLD WAR I (WESTERN FRONT 1918),MEUSE-ARGONNE PHASE III,MEUSE-ARGONNE III,FR 4TH ARMY(+),GEN PERSHING,GER 3RD ARMY(+),GEN GALLWITZ,1918.836,4.9399,49.7038,172440.6094,566269.9071,245.7082,44,644,12862.39516,113.4125,252.864,75,513,12006.3118,109.5733,169,169,0.00129726,0.155419694,0,0,1,1,1,0,0,0,600000,380140,1.578365865,3550.295858,2249.349112,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,4,1459,1724,0,0,11,30426,29491,1.0317,0.0312,45000,1.5
384,WORLD WAR I,ITALIAN FRONT 1918,THE PIAVE,AUS CONRAD & BOROJEVIC GROUPS,ARCHDUKE EUGENE,IT ARMY GROUP,GEN DIEZ,1918.455,11.6339,45.8738,370292.4422,444980.3449,707.7425,-8,3328,541223.4439,735.6789,777.8586,-12,3037,505520.2506,710.9995,144,144,0.002033583,0.451840796,0,1,1,1,1,0,0,0,840000,784000,1.071428571,5833.333333,5444.444444,1,0,1,0,1,NA,0,0,NA,7500,NA,0,0,NA,7043,0,2,1591,1008,0,0,8,150000,69079,2.1714,0.7754,60000,4
385,WORLD WAR I,PALESTINE 1918,MEGIDDO,BR 21ST CORPS(+),GEN ALLENBY,TK 8TH ARMY,GEN LIMAN VON SANDERS,1918.718,35.18,32.5779,2881447.758,1000388.944,144.1353,-47,468,9181.261597,95.8189,150.7,-36,284,8955.5895,94.634,24,24,0,0.199397677,0,0,0,1,0,1,0,0,51170,18250,2.803835616,2132.083333,760.4166667,1,0,0,2,1,0,0,0,200,384,0,0,0,10,150,8,2,1725,117,0,3,2,3378,7000,0.4826,-0.7286,98000,35
386,WORLD WAR II (NORTH AFRICA 1942-1943),NORTH AFRICA 1942,ALAM HALFA,GER & ITAL PZ ARMY AFRICA,GFM ROMMEL,BR 8TH ARMY,LG MONTGOMERY,1942.666,29.1667,30.6667,2585485.043,2835693.932,54.7223,-299,227,4731.775186,68.7879,37.2963,-475,192,11132.7812,105.512,90,90,0.066207282,0,0,0,0,1,1,0,0,0,124000,120000,1.033333333,1377.777778,1333.333333,0,1,1,0,1,515,NA,NA,NA,558,450,NA,NA,2680,576,0,10,1252,1072,0,0,1.4688,2940,1750,1.68,0.5188,34000,4
387,WORLD WAR II (NORTH AFRICA 1942-1943),NORTH AFRICA 1942,EL ALAMEIN II,BR 8TH ARMY,LG MONTGOMERY,GER & ITAL PZ ARMY,GFM ROMMEL,1942.811,28.9543,30.8225,2814706.519,2565165.746,40.8307,-128,166,3171.67207,56.3176,-52.2048,-714,112,37928.8722,194.7534,61,61,0.022004592,0,0,0,0,1,1,0,0,0,220476,105223,2.095321365,3614.360656,1724.967213,1,0,1,2,1,1037,119,918,11586,908,593,51,542,3120,592,10,0,1072,1252,0,0,13,13560,15995,0.8478,-0.1652,54000,2
391,WORLD WAR II (NORTH AFRICA 1942-1943),TUNISIA 1942,CHOUIGUI PASS,"GER 190TH PZ BN, 10TH PZ DIV (ELMS)(+)",COL BROICH,US 1ST ARMD DIV (ELMS),LCOL WATERS,1942.904,9.8026,36.8813,1752110.659,4838649.15,87.75,74,103,140.9158926,11.8708,92,92,92,0,0,0.6,1.6,0,0,0,0,0,1,0,0,0,1,465,188,2.473404255,775,313.3333333,1,0,1,-2,0,13,0,13,0,0,25,25,0,0,3,0,10,1252,2220,0,0,0.0208,27,21,1.2857,0.2513,28000,0
392,WORLD WAR II (NORTH AFRICA 1942-1943),TUNISIA 1943,EL GUETTAR,GER 10TH PZ DIV(+),GEN BROICH,US 1ST INF DIV(+),MG ALLEN,1943.225,4.95,35.95,1903455.229,4575120.507,1134.1966,810,1757,41027.3127,202.552,1133.0526,899,1490,35502.9415,188.4222,25,25,0,0,0,0,0,1,0,0,1,0,10300,22019,0.467777828,412,880.76,1,0,0,2,0,103,7,96,123,62,75,0,75,NA,124,0,10,1252,2220,0,0,0.2188,450,203,2.2167,0.796,30000,6
393,WORLD WAR II (NORTH AFRICA 1942-1943),TUNISIA 1943,SEDJANNE-BIZERTE,US 9TH INF DIV(+),MG EDDY,GER VON MANTUEFFEL DIV(2/3),LG BULOVIUS,1943.31,9.7233,37.0686,4833318.081,1731918.406,87.9126,-5,435,8354.343884,91.4021,56.9444,-10,271,7416.7614,86.1206,32,32,0,4.56E-07,0,0,0,1,0,0,1,0,24098,5000,4.8196,753.0625,156.25,1,0,0,0,1,94,22,72,75,100,5,0,5,NA,34,10,0,2220,1252,0,0,14,1120,605,1.8512,0.6159,84000,4
394,WORLD WAR II (ITALY 1943-1944),SALERNO,AMPHITHEATER,BR 56TH INF DIV,MG GRAHAM,GER 16TH PZ DIV (ELMS),MG SIKENIUS,1943.69,14.8879,40.6091,1473256.688,1328074.861,28.71,-75,327,3351.969974,57.8962,66.375,-95,281,15983.125,126.4244,13,13,0,0,0,0,0,1,0,0,1,0,12917,4250,3.039294118,993.6153846,326.9230769,1,0,1,1,0,0,0,0,131,138,128,0,128,115,56,10,0,1072,1252,0,0,3,1154,100,11.54,2.4458,32000,1.3
395,WORLD WAR II (ITALY 1943-1944),SALERNO,PORT OF SALERNO,BR 46TH INF DIV,MG HAWKESWORTH,GER 16TH PZ DIV (ELMS),MG SIKENIUS,1943.69,14.7619,40.6816,1462632.341,1319603.156,130.9754,-12,532,19999.95581,141.4212,2.6667,-10,10,121.3333,11.0151,6,6,0,0.034048654,0,0,0,1,0,0,1,0,12917,4250,3.039294118,2152.833333,708.3333333,1,0,1,1,0,0,0,0,131,138,38,0,38,115,46,10,0,1072,1252,0,0,3,1530,120,12.75,2.5455,32000,1.3
396,WORLD WAR II (ITALY 1943-1944),SALERNO,SELE-CALORE CORRIDOR,US 45TH INF DIV,MG MIDDLETON,GER 16TH PZ DIV (ELMS),MG SIKENIUS,1943.696,14.7741,40.7243,5114221.095,1314896.342,360.298,-1,1031,38364.07756,195.8675,81.1667,8,226,7844.1667,88.5673,11,11,0,0.233089802,0,0,0,1,0,0,1,0,12447,8390,1.483551847,1131.545455,762.7272727,1,0,1,1,0,106,17,89,18,82,78,0,78,7,90,10,0,2220,1252,0,0,0.5833,251,60,4.1833,1.4311,30000,3.7
397,WORLD WAR II (ITALY 1943-1944),SALERNO,BATTIPAGLIA I,GER 16TH PZ DIV(-)(+),MG SICKENIUS,BR 56TH IND DIV(+),MG GRAHAM,1943.699,14.983,40.6088,1328445.062,1476293.455,99.375,35,360,8583.133083,92.6452,246.5,212,281,2380.5,48.7904,4.8,4.8,0,0,0,0,0,1,0,0,1,0,14730,11230,1.311665183,3068.75,2339.583333,1,0,0,0,0,89,0,89,112,108,30,0,30,539,146,0,10,1252,1072,0,0,4,1112,1639,0.6785,-0.3879,30000,0.4
398,WORLD WAR II (ITALY 1943-1944),SALERNO,VIETRI,GER HERMANN GOERING PZ DIV(+),MG SCHMALTZ,BR 46TH INF DIV(+),MG HAWKESWORTH,1943.699,14.7281,40.6729,1320464.747,1462365.843,221.9306,-77,978,59640.57548,244.2142,19.2857,-10,112,1722.5714,41.5039,14.5,14.5,0,0.23674038,0,0,0,1,0,0,1,0,15000,12917,1.161260355,1034.482759,890.8275862,1,0,0,0,0,108,0,108,112,164,30,0,30,40,146,0,10,1252,1072,0,0,4,900,1164,0.7732,-0.2572,30000,0.4
399,WORLD WAR II (ITALY 1943-1944),SALERNO,TOBACCO FACTORY,GER 16TH PZ DIV(-)(+),MG SICKENIUS,US 45TH INF DIV(+),MG MIDDLETON,1943.701,15.0116,40.4253,1348932.644,5126215.89,-2.6092,-512,804,43540.24757,208.663,249.6667,-24,468,49256.2667,221.9375,9.7,9.7,0,0,0,0,0,1,0,0,1,0,14733,12691,1.160901426,1518.865979,1308.350515,1,0,0,0,0,98,0,98,24,106,106,17,89,170,112,0,10,1252,2220,0,0,0.4514,702,317,2.2145,0.795,29000,2
400,WORLD WAR II (ITALY 1943-1944),SALERNO,BATTIPAGLIA II,BR 56TH INF DIV(+),MG TEMPLER,GER 26TH PZ DIV (ELMS) & 16TH PZ DIV (ELMS),MG LUETTWITZ,1943.712,14.983,40.6088,1476293.455,1328445.062,91.1789,1,592,9597.591869,97.9673,109,-10,281,14214.4,119.2242,12,12,0,0.000398235,0,0,0,1,0,0,1,0,14730,6995,2.10578985,1227.5,582.9166667,1,0,0,0,0,97,4,93,94,152,58,0,58,31,80,10,0,1072,1252,0,0,2,300,110,2.7273,1.0033,31000,1.2
401,WORLD WAR II (ITALY 1943-1944),SALERNO,EBOLI,US 45TH INF DIV(+),MG MIDDLETON,GER 26TH PZ DIV(+)(-),MG LUETTWITZ,1943.712,15.0588,40.6153,5129587.602,1328006.743,172.2692,30,676,19269.02121,138.8129,207.6667,130,281,5714.3333,75.5932,7.5,7.5,0,0.009466698,0,0,0,1,0,0,1,0,15576,6702,2.324082363,2076.8,893.6,1,0,0,0,0,106,17,89,156,106,59,0,59,10,80,10,0,2220,1252,0,0,2,386,120,3.2167,1.1683,31000,1.2
402,WORLD WAR II (ITALY 1943-1944),SALERNO,VIETRI II,GER HERMANN GOERING PZ DIV(+),MG SCHMALTZ,BR 46TH INF DIV(+),MG HAWKESWORTH,1943.712,14.726,40.6764,1320069.267,1461978.405,229.9215,-77,992,62034.37049,249.067,19.2857,-10,112,1722.5714,41.5039,14.5,14.5,0,0.254426368,0,0,0,1,0,0,1,0,13300,18912,0.703257191,917.2413793,1304.275862,1,0,0,0,0,108,0,108,31,164,96,4,92,33,152,0,10,1252,1072,0,0,2,400,255,1.5686,0.4502,28000,0
403,WORLD WAR II (ITALY 1943-1944),VOLTURNO,GRAZZANISE,BR 7TH ARMD DIV(-),MG ERSKINE,GER 15TH PZ GR DIV(-),MG RODT,1943.781,14.103,41.0907,1404334.2,1272509.98,11.8571,10,13,1.05493441,1.0271,40,40,40,0,0,1.5,1.5,0,0,1,0,0,1,0,0,1,0,14557,8068,1.804288547,9704.666667,5378.666667,0,0,1,0,0,158,3,155,0,68,39,0,39,0,45,10,0,1072,1252,0,0,3,370,80,4.625,1.5315,32000,1.2
404,WORLD WAR II (ITALY 1943-1944),VOLTURNO,CAIAZZO,US 34TH INF DIV(+),MG RYDER,GER 3RD PZ GR DIV(+),MG BAADE,1943.784,14.364,41.1781,5093683.686,1263307.976,155.5949,30,467,9885.688558,99.4268,210.3333,79,503,24342.2667,156.0201,9,9,0,0,1,0,0,1,0,0,1,0,18210,6435,2.82983683,2023.333333,715,0,0,0,0,0,106,17,89,8,104,42,0,42,27,51,10,0,2220,1252,0,0,0.9896,140,52,2.6923,0.9904,30000,1.6
405,WORLD WAR II (ITALY 1943-1944),VOLTURNO,CAPUA,BR 56TH INF DIV(+),BG LYNE,GER HERMANN GOERING PZ DIV(-),MG SCHMALTZ,1943.784,14.2211,41.1008,1407126.511,1271600.636,25.3125,19,31,14.89574025,3.8595,122,122,122,0,0,2,2,0,0,1,0,0,1,0,0,1,0,16857,8000,2.107125,8428.5,4000,0,0,0,0,0,73,1,72,14,160,22,0,22,0,59,10,0,1072,1252,0,0,1,420,94,4.4681,1.497,28000,0
406,WORLD WAR II (ITALY 1943-1944),VOLTURNO,CASTEL VOLTURNO,BR 46TH INF DIV(+),MG HAWKESWORTH,GER 15TH PZ GR DIV(1/2),MG RODT,1943.784,13.9427,41.0339,1404565.418,1278594.683,1.3846,-32,9,21.818241,4.671,-16.2,-85,18,1756.7,41.913,9.6,9.6,0,0,1,0,0,1,0,0,1,0,17765,8158,2.177617063,1850.520833,849.7916667,0,0,1,0,0,51,0,51,55,199,39,0,39,0,45,10,0,1072,1252,0,0,2,500,40,12.5,2.5257,30000,0.8
407,WORLD WAR II (ITALY 1943-1944),VOLTURNO,MONTE ACERO,US 45TH INF DIV(+),MG MIDDLETON,GER 3RD PZ GR DIV(-)(+),MG LUETTWITZ,1943.784,14.9427,41.2591,5126309.088,1256065.357,607.9925,214,903,35829.56837,189.287,608.6667,445,765,20277.8667,142.4004,8,8,0,0,0,0,0,1,0,0,1,0,21265,6435,3.304584305,2658.125,804.375,1,0,0,0,0,106,17,89,0,89,44,0,44,53,43,10,0,2220,1252,0,0,2,133,130,1.0231,0.0228,34000,2.8
408,WORLD WAR II (ITALY 1943-1944),VOLTURNO,TRIFLISCO,US 3RD INF DIV,MG TRUSCOTT,GER HERMANN GOERING PZ DIV(-),MG SCHMALTZ,1943.784,14.2553,41.1367,5087412.884,1267675.415,85.4414,18,402,7154.960569,84.587,184.2,79,354,11184.7,105.7577,9,9,0,0,1,0,0,1,0,0,1,0,18476,7250,2.548413793,2052.888889,805.5555556,0,0,0,1,0,106,17,89,33,113,22,0,22,10,59,10,0,2220,1252,0,0,0.9896,267,76,3.5132,1.2565,31000,2.4
409,WORLD WAR II (ITALY 1943-1944),VOLTURNO,DRAGONI,US 34TH INF DIV(+),MG RYDER,GER 3RD PZ GR DIV(-),MG BAADE,1943.789,14.3036,41.277,5090887.568,1252171.116,182.2258,72,452,14764.7044,121.5101,274,123,425,45602,213.5462,5.2,5.2,0,0.242722713,0,1,1,1,0,0,1,0,17034,5152,3.30628882,3275.769231,990.7692308,1,0,0,0,0,106,17,89,54,101,55,0,NA,116,51,10,0,2220,1252,0,0,3,65,103,0.6311,-0.4603,34000,1.9
